District,Subdistrict,Site_ID,Latitude,Longitude,AQI,Distance_km,Accessibility,Terrain,Environmental_Interference,AQI_Score,Distance_Score,Accessibility_Score,Environmental_Score,Total_Score
Kolkata,Salt Lake,SAL8813,22.60324368763361,88.36721282248129,198.8449539018533,5.891586173961507,3,Urban,7,6.023100921962935,6.072275884025662,3,4,4.622689155399002
Kolkata,Salt Lake,SAL7540,22.624741205014193,88.40335631720123,64.95032240306232,12.886041729692707,7,Rural,4,8.700993551938755,1.4093055135381953,7,7,5.9425250887723
Kolkata,Salt Lake,SAL4155,22.61059524482052,88.43455405020151,129.6753561651869,9.990412607076461,3,Hilly,8,7.406492876696261,3.3397249286156927,3,3,3.9662298074931757
Kolkata,Salt Lake,SAL2682,22.57277545852335,88.42246733528977,182.51005889793305,4.476120434055716,3,Urban,10,6.34979882204134,7.015919710629523,3,1,4.173939692065648
Kolkata,Salt Lake,SAL2980,22.615468928331122,88.38569591453019,145.04120681103086,3.4052075814563336,1,Semi-urban,2,7.099175863779382,7.729861612362444,1,9,5.902300575846487
Kolkata,Salt Lake,SAL6776,22.622137408512323,88.38169729641328,145.89244108037155,1.8218851108897793,8,Rural,2,7.082151178392568,8.78540992607348,8,9,8.262782717196885
Kolkata,Salt Lake,SAL1959,22.603492159184867,88.42135982894682,205.8647915794064,4.765435613480429,8,Hilly,3,5.8827041684118715,6.823042924346381,8,8,7.28230156476897
Kolkata,Salt Lake,SAL2875,22.535110865164977,88.41884945386101,141.91871272687644,6.739435476042209,6,Urban,6,7.161625745462471,5.507043015971861,6,5,5.859085903085459
Kolkata,Salt Lake,SAL6463,22.587377426172296,88.38920940639916,82.93626644908568,6.782077860089006,1,Urban,2,8.341274671018287,5.478614759940662,1,9,5.587908624188823
Kolkata,Salt Lake,SAL7154,22.62272298666836,88.42996988651342,103.14889978000372,10.577237348834867,1,Hilly,9,7.937022004399925,2.9485084341100887,1,2,3.124531509407507
Kolkata,Salt Lake,SAL7731,22.53856569428135,88.4082456252532,230.9401012510299,14.806607602373624,6,Semi-urban,4,5.381197974979402,0.12892826508425043,6,7,4.658471661266943
Kolkata,Salt Lake,SAL7368,22.619711375380913,88.37151746449317,209.17071247695932,1.7740642376000837,1,Rural,10,5.816585750460813,8.817290508266613,1,1,3.917639777158816
Kolkata,Salt Lake,SAL8014,22.570723094858142,88.37694441786387,116.96463758714322,3.4124568030032654,10,Rural,2,7.660707248257136,7.7250287979978225,10,9,8.713398649150882
Kolkata,Salt Lake,SAL1634,22.62063949769198,88.37617979700552,155.08820364938126,0.9579990999718095,6,Semi-urban,9,6.898235927012374,9.361333933352128,6,2,6.019980668740507
Kolkata,Salt Lake,SAL4389,22.59881544675058,88.44338722113714,136.2984092876027,11.859629526153412,7,Semi-urban,4,7.274031814247946,2.093580315897725,7,7,5.828201441824021
Kolkata,Salt Lake,SAL8867,22.57828134483041,88.36866786954832,217.57392147367534,11.108048065452312,2,Urban,7,5.648521570526493,2.5946346230317916,2,4,3.3783629698632467
Kolkata,Salt Lake,SAL2266,22.59352647672861,88.40813510357187,173.2067330111652,3.6786028166916425,7,Semi-urban,8,6.535865339776697,7.547598122205573,7,3,6.044072598506732
Kolkata,Salt Lake,SAL8057,22.53892954919366,88.37955052897321,140.69717474285596,9.972313778941286,5,Hilly,9,7.18605650514288,3.351790814039142,5,2,4.275159004538361
Kolkata,Salt Lake,SAL9946,22.57939491621054,88.37233738405972,202.13825879222006,10.363309515253723,6,Urban,1,5.957234824155599,3.091126989830851,6,10,6.2642287122888325
Kolkata,Salt Lake,SAL3071,22.621470249633827,88.40243166295322,133.16886363394195,6.669653349497093,4,Rural,4,7.33662272732116,5.553564433668605,4,7,5.805715653881383
Kolkata,Salt Lake,SAL5703,22.58043603937037,88.4138970471027,167.58773382968567,9.026846482306148,10,Rural,4,6.648245323406286,3.9821023451292348,10,7,7.075174650963566
Kolkata,Salt Lake,SAL4714,22.5883115295734,88.4471127011055,68.35238597290083,9.5330154616705,8,Rural,1,8.632952280541984,3.6446563588863334,8,10,7.53775454582998
Kolkata,Salt Lake,SAL7895,22.546841091661452,88.42942424682138,121.36157877257371,9.226903063099124,10,Urban,2,7.572768424548526,3.8487312912672507,10,9,7.7267365077265175
Kolkata,Salt Lake,SAL2646,22.579305007080322,88.38725079669628,166.19000638029726,9.097316797560836,7,Urban,2,6.676199872394054,3.9351221349594425,7,9,6.669020508218672
Kolkata,Salt Lake,SAL9219,22.543573535715915,88.42369109209774,135.4255010503255,4.242934774166349,5,Urban,1,7.291489978993491,7.171376817222434,5,10,7.251142200104307
Kolkata,Salt Lake,SAL4466,22.622283894057066,88.40584105872452,126.61493993440543,13.313790210080912,6,Urban,10,7.4677012013118915,1.1241398599460588,6,1,3.824575205248893
Kolkata,Salt Lake,SAL4432,22.575389981644825,88.42524513613134,167.3251940865358,6.747869093096186,4,Semi-urban,1,6.653496118269285,5.501420604602543,4,10,6.4060543748044925
Kolkata,Salt Lake,SAL3734,22.569142273093018,88.41949843418804,112.89901292215107,10.125165650516173,5,Rural,8,7.7420197415569785,3.249889566322551,5,3,4.610876339892034
Kolkata,Salt Lake,SAL2742,22.607510313765502,88.4176818927957,84.76723020962875,8.593033619111011,4,Urban,2,8.304655395807426,4.27131092059266,4,9,6.178758809309651
Kolkata,Salt Lake,SAL2058,22.539652715351735,88.42260026701531,133.91884319770185,7.056885910109812,5,Urban,1,7.321623136045963,5.295409393260125,5,10,6.788176975524224
Kolkata,Salt Lake,SAL5585,22.580651132781952,88.36874155731454,127.44974849350362,6.2619953327338145,2,Hilly,2,7.451005030129927,5.825336444844123,2,9,5.796535117237017
Kolkata,Salt Lake,SAL7294,22.581955704197256,88.39583881393088,72.77677531967662,0.9346170531538303,4,Rural,10,8.544464493606467,9.376921964564112,4,1,5.5031233898623215
Kolkata,Salt Lake,SAL9320,22.60096090265072,88.3796143705196,175.17145413009388,11.097027385627706,6,Rural,6,6.496570917398122,2.6019817429148624,6,5,4.99980961920834
Kolkata,Salt Lake,SAL7257,22.623076815866046,88.39868670904258,190.25963373904742,4.040135711124426,10,Rural,8,6.194807325219052,7.306576192583716,10,3,6.815605513189739
Kolkata,Salt Lake,SAL5440,22.604166742807138,88.37517988371688,89.05137387319368,10.498137889957636,1,Semi-urban,5,8.218972522536125,3.001241406694909,1,6,4.194104856180952
Kolkata,Salt Lake,SAL1703,22.566371630051776,88.37933587007186,191.95924338581563,1.1990745634780624,9,Rural,9,6.1608151322836875,9.200616957681293,9,2,6.732317265877061
Kolkata,Salt Lake,SAL4230,22.613367810530352,88.43541469356524,240.7686342413453,11.207513534144235,4,Semi-urban,6,5.184627315173094,2.52832431057051,4,5,4.119006540677246
Kolkata,Salt Lake,SAL2000,22.607706134774713,88.43360566212989,209.47352444623203,5.09933789309828,1,Urban,6,5.81052951107536,6.600441404601146,1,5,4.362216253365358
Kolkata,Salt Lake,SAL8232,22.593416719291493,88.39455431050965,88.61960924315038,5.813692255635269,7,Semi-urban,3,8.227607815136992,6.124205162909821,7,8,7.276572853754853
Kolkata,Salt Lake,SAL7059,22.55637897177869,88.39859266124664,100.43038252718463,0.7126723271708253,3,Urban,10,7.991392349456308,9.524885115219451,3,1,5.129499748696125
Kolkata,Salt Lake,SAL7228,22.603340989513057,88.41004007782176,50.0,13.018337918791467,2,Semi-urban,5,9.0,1.321108054139022,2,6,4.230277013534756
Kolkata,Salt Lake,SAL9234,22.557146269291817,88.4079025927537,154.48040799638045,11.59080729236086,6,Rural,5,6.910391840072391,2.2727951384260927,6,6,5.250277152621001
Kolkata,Salt Lake,SAL6243,22.55262001871152,88.36568065874803,90.93030083505994,14.342570435482958,4,Hilly,4,8.1813939832988,0.43828637634469436,4,7,4.6958503907459335
Kolkata,Salt Lake,SAL8151,22.544127874560427,88.40872845832676,140.55516561077624,8.084728506435878,3,Semi-urban,10,7.188896687784475,4.610180995709415,3,1,3.740324586484249
Kolkata,Salt Lake,SAL7787,22.589930040497983,88.42945356068009,177.653663822024,12.436023226137074,7,Semi-urban,10,6.446926723559521,1.7093178492419505,7,1,4.066714807022392
Kolkata,Salt Lake,SAL9636,22.561575046029827,88.4364066532333,122.9838908431256,4.220160363669775,4,Semi-urban,6,7.540322183137488,7.186559757553484,4,5,5.7547043760158685
Kolkata,Salt Lake,SAL6495,22.607539329479764,88.41452038879406,175.6770354081757,8.134238315229824,7,Semi-urban,5,6.486459291836486,4.5771744565134505,7,6,6.04158547249566
